Origin,Name,Job Rank,Ability Type,Specific Ability Type,Size,Type,Memory,Tags,Action,Range,Damage,Text,Rarity,HP,Recoveries,Dodge,Speed,Memory Increase,Stresscap,A-Def,MP,Armor,Save Target,Scope,Size
Dragon Rider,Forceful Jab,0,Trait,Job Trait,,,,,,,,"When you hit with a non-thrown melee longarm attack, you may push the target until they are a number of spaces away from you equal to the weapon's {Reach}.",,,,,,,,,,,,,
Dragon Rider,Skyhunter,0,Trait,Job Trait,,,,,,,,"You gain +1 {Accuracy} on attacks against FLYING characters, don't receive {Difficulty} for making melee attacks against them, and cause ENGAGEMENT against them as normal.",,,,,,,,,,,,,
Dragon Rider,Skythrust,0,Trait,Job Trait,,,,Stressful 1,Minor Action,,,"You fly up to half your SPEED in a straight line. If you fly at least 2 spaces, your next melee attack against an adjacent character that turn gains +1 {Accuracy}.",,,,,,,,,,,,,
Draken,Draconic Wings,,Trait,Ancestry Trait,,,,,,,,You have flight.,,0,0,0,0,0,0,0,0,0,0,0,2
Draken,Dragon Scales,,Trait,Ancestry Trait,,,,,,,,You gain either {Astral} or {Lunar} resistance.,,0,0,0,0,0,0,0,0,0,0,0,2
Draken,Dragonfire,,Trait,Ancestry Trait,,,,,,,,"You gain the Dragonfire weapon, which is equipped for free. 
Dragonfire	Melee Weapon
Main  Artifact |  Innate, Unique
{3} Volley or {5} Fight 
[{Reach} 1, {Close Blast} 1] | [2 {Discord}]
You can attack with this weapon while DISARMED.",,0,0,0,0,0,0,0,0,0,0,0,2
Draken,Inner Fire,,Trait,Ancestry Trait,,,,,,,,"When you {1} REFRESH, you automatically regain 1d6 {HP} before choosing any effects.",,0,0,0,0,0,0,0,0,0,0,0,2
Drifter,Gale Sheath,0,Trait,Job Trait,,,,,Minor Action,,,"You can sheathe a LIGHT or MAIN weapon that has Reach, imbuing it with the power of wind. One weapon can be sheathed at a time, and once sheathed, you can't attack with it that turn. You gain the following benefits while you have a weapon sheathed:
- The sheathed weapon gains +1 Reach.
- When you crit with the sheathed weapon, you can immediately sheathe it after the attack resolves without spending an action.
- 1/turn, you can deal +1d6 bonus damage on a hit with the sheathed weapon against a target within its Reach.
These effects end after you attack with the sheathed weapon or sheathe a different weapon. You may choose to start each combat scene with a weapon sheathed.",,0,0,0,0,0,0,0,0,0,0,0,0
Drifter,Vibrations on the Wind,0,Trait,Job Trait,,,,,,,,You gain +1 Accuracy on reaction attacks and can OPPORTUNITY ATTACK an unlimited number of times each round.,,0,0,0,0,0,0,0,0,0,0,0,0
Drifter,Draw the Cyclone,0,Limit Break,Limit Break,,,,,(5) Fight,Line 15,,"All enemies in the AOE must make an AGILITY save. Failure: They are SUNDERED and take [3d6+4 Force]. Success: They are SUNDERED and take half damage.
You can then teleport to a free space in the AOE adjacent to an enemy that was also in the AOE, on the opposite side of them from your current position.",,0,0,0,0,0,0,0,0,0,0,0,0
Drifter,Breezeborn Enchantment,1,Support,Support,Main,,,Enchantment,,,,"You may use one of the following Enchantments at a time. You can change between these options by spending 1 MP as a free action:
- Windbane (Any Weapon): This weapon gains +3 bonus damage and Reliable 3 against FLYING targets. Reliable from this ability stacks with other sources of Reliable.
- Windblast (Any Weapon): 1/round when you attack with this weapon, you can {5} SHOVE the target immediately before or after the attack, even if they're not adjacent.",,0,0,0,0,0,0,0,0,0,0,0,0
Drifter,Jaded Gaze,1,Skill,Skill,,,1,"Stressful 1, Unique",,,,"When you {3} SEARCH an enemy, you can deal [1 Stress] to them and force them to make a MIND save. Enemies that have already failed this save against you this scene gain +1 Accuracy on the save. Failure: They are WEAKENED until the end of their next turn.",,0,0,0,0,0,0,0,0,0,0,0,0
Drifter,Skyforged Blade,2,Weapon,Melee Weapon,Main,Blade,,"Accurate, Piercing",(5) Fight,Reach 1,1d3+2 Physical,-,,0,0,0,0,0,0,0,0,0,0,0,0
Drifter,Zephyr Stance,2,Spell,Spell,,,2,Mana 1,Standard Movement,,,"You enter one of the following stances, which lasts until you use your standard movement to move or enter a different stance.
- Twister: You can shift 2 before every attack you make, and can move through spaces occupied by enemy characters when doing so. When entering this stance and at start of each of your turns, adjacent enemies take [1 Physical].
- Wind Wall: You are surrounded by a [Burst 2] zone. Ranged attacks against you or allies fully within the AOE gain +1 {Difficulty}. When entering this stance and at the start of each of your turns, you can either Push 1 or Pull 1 all characters within the zone (this choice applies to all targets).",,0,0,0,0,0,0,0,0,0,0,0,0
Drifter,Bide,3,Skill,Skill,,,2,,,,,"When you {1} DEFEND, you can spend 1 MP to create a [Burst 3] zone centered on you, which lasts until you use the following reaction or voluntarily move. You gain the Sword on the Wind reaction.
Sword on the Wind | Reaction
 Trigger: An enemy moves or is moved into this zone. 
 Effect: You teleport to a free space within the zone adjacent to the triggering enemy, interrupting their movement. You may then {5} FIGHT with a melee weapon against them.",,0,0,0,0,0,0,0,0,0,0,0,0
Drifter,Dustjacket,3,Support,Support,Main,,,Armor,,,,"+2 ARMOR.
You can COUNTERATTACK when a character within the Reach of one of your abilities misses you with an attack.",,0,0,0,0,0,0,0,0,2,0,0,0
Druid,Entangle,2,Spell,Ranged Spell Attack,,,2,-,(2) Channel or (3) Volley,[Range = Scope],2 Stress,"You gain the following ranged spell attacks:   
Vine Field
{2} Channel | Auto-Hit, MP 2
On Release:  You create a [{Blast} 1] zone  within Range. It is difficult terrain and lasts until the end of the scene or until you dismiss it as a free action. All characters in the zone when you release this spell are auto-hit for [2 {Stress}] and are IMMOBILIZED until cleared.

Awakened Roots
{3} Volley | MP 1
On Hit: The target must make an AGILITY save. Failure:  They are IMMOBILIZED until the end of their next turn. ",,0,0,0,0,0,0,0,0,0,0,0,0
Druid,Gust of Wind,1,Spell,Ranged Spell Attack,,,1,-,(2) Channel or (3) Volley,[Range = Scope],-,"You gain the following ranged spell attacks:
Tornado
{2} Channel | Auto-Hit, Slide 2
On Release: The target takes [2d6 {Force}].

Air Blast
 {3} Volley | Push 1
On Hit: The target takes [1d6 {Force}]. ",,0,0,0,0,0,0,0,0,0,0,0,0
Druid,Skybeam,3,Spell,Spell,,,2,"Arcing, Indirect, Mana 2",Phase (3) Skirmish,[Range = Scope],-,"You call down a beam of energy from the sky. Choose up to 10 non-overlapping spaces within Range, each of which after the first must be adjacent to another of these spaces. Characters in these spaces must make a MAGIC save. Failure: They take [1d6+2 {Force}]. Success: They take half damage.",,0,0,0,0,0,0,0,0,0,0,0,0
Druid,Tempest Storm,0,Limit Break,Limit Break,,,,,(2) Channel,[Range = Scope],,"You begin channeling a furious storm, and all adjacent characters of your choice are pushed 1 space away from you. If you stop channeling this ability before releasing for any reason, you do not expend your limit break.
On Release: Create a 4 x 4 storm zone within Range. The storm lasts until the end of the scene and its spaces are difficult terrain.
Characters within the storm when it is created or who enter one of its spaces take [1d6+4 {Physical}], no more than 1/turn per character. If a character ends their turn in one of the storm's spaces, you may slide them up to 3 spaces.
Minor Action: You can spend 1 MP to move the storm up to 3 spaces in a straight line.
",,,,,,,,,,,,,
Druid,Tether Vine,3,Spell,Spell,,,2,"Summon, Mana 2",(2) Channel,[Range = Scope],-,"On Release:
Tether Vine (Size 1/2, {HP} 5, Dodge/A-Def 10, Speed 0)
You create a tether vine within Range. When summoned, or as a minor action on subsequent turns, you can select an enemy within [{Range} 3] of the tether vine and connect it to them. Only one target can be connected to the tether vine at a time. At the start of each of the connected character's turns, they are pulled 1d6 spaces toward the tether vine. They can make a BULK save as a minor action. Success: They break free.",,0,0,0,0,0,0,0,0,0,0,0,0
Druid,Wall of Thorns,2,Spell,Spell,,,2,Mana X,(2) Channel,[Range = Scope],-,"On Release: You create X+3 pieces of SIZE 1 soft cover in free spaces within Range, where X is the amount of MP you spend. The pieces of cover must be adjacent to each other, but can be arranged in any way.
These pieces of cover can be moved through. Characters take [4 Piercing {Physical}] the first time they enter one in a turn.",,0,0,0,0,0,0,0,0,0,0,0,0
Druid,Vine Whip,1,Weapon,Melee Weapon,Light,Longarm,-,-,(5) Fight,Reach 4,1 Physical,On Crit: You may slide the target 3 spaces.,,0,0,0,0,0,0,0,0,0,0,0,0
Druid,Briar Patch,0,Trait,Job Trait,,,,,,,,"When you subject a character to forced movement, a briar patch is created in the spaces they occupied and any they move through (excluding their ending positions). Briar patches are difficult terrain, and enemies take [3 Piercing {Physical}] the first time they enter one in a turn.
You may remove any briar patches of your choice within SCOPE as a minor action.
",,,,,,,,,,,,,
Druid,Nature's Path,0,Trait,Job Trait,,,,,,,,"When you push, pull, or slide a character, you can spend MP to increase the distance they move by +1 space for every MP spent. You can't use this trait if you are SILENCED or STUNNED.",,,,,,,,,,,,,
Druid,Root,0,Trait,Job Trait,,,,,,,,"When you hit with an OPPORTUNITY ATTACK, you can choose to IMMOBILIZE the target until the start of their next turn instead of dealing damage.",,,,,,,,,,,,,
Dwarf,Keep Moving Forward,,Trait,Ancestry Trait,,,,,,,,"Abilities with the Armor tag don't reduce your SPEED or DODGE, even if they would normally, and you are immune to SLOWED unless caused by yourself.",,0,0,0,0,0,0,0,0,0,0,0,1
Dwarf,Resilience,,Trait,Ancestry Trait,,,,,,,,You gain resistance to {Lunar} damage and +1 {Accuracy} on BULK saves.,,0,0,0,0,0,0,0,0,0,0,0,1
Dwarf,Sturdy,,Trait,Ancestry Trait,,,,,,,,"When you would be subject to forced movement, you may move -1 space than normal. If this reduces the forced movement to 0, the movement doesn't happen. If you would be knocked PRONE, you can make a BULK check. Success: You don't become PRONE.",,0,0,0,0,0,0,0,0,0,0,0,1
Dwarf,Unyielding,,Trait,Ancestry Trait,,,,,Free Action (1/scene),,,You {1} REFRESH. ,,0,0,0,0,0,0,0,0,0,0,0,1
Elementals,Elemental Form,,Trait,Ancestry Trait,,,,,,,,"You gain resistance to damage from dangerous terrain. Additionally, when you become BLOODIED or BREAKING, you gain hard cover until the start of your next turn.",,0,0,0,0,0,0,0,0,0,0,0,1
Elementals,Elemental Nova,,Trait,Ancestry Trait,,,,,,,,"You gain the Elemental Nova spell, which is equipped for free.
Elemental Nova	Melee Spell Attack
{5} Fight | Innate, Unique
[{Burst} 1] | [1d6 {Astral} or {Lunar}]
On Attack: The AOE and any spaces you occupy  become a zone of soft cover until the start of your next turn.",,0,0,0,0,0,0,0,0,0,0,0,1
Elementals,Energy Aura,,Trait,Ancestry Trait,,,,,Reaction,,,"When you equip this trait, choose either {Astral} or {Lunar}.
Trigger: You are hit by an attack from an adjacent enemy.
Effect: Deal [2 Piercing {Astral} or {Lunar}] to them, as chosen previously.",,0,0,0,0,0,0,0,0,0,0,0,1
Elementals,Energy Resistance,,Trait,Ancestry Trait,,,,,,,,You gain either {Astral} or {Lunar} resistance.,,0,0,0,0,0,0,0,0,0,0,0,1
Elf,Elven Accuracy,,Trait,Ancestry Trait,,,,,,,,"1/round when you use the Reroll Table for an attack roll, you can roll an additional d20 on the attack and use either result.",,0,0,0,0,0,0,0,0,0,0,0,1
Elf,Fast Movement,,Trait,Ancestry Trait,,,,,,,,You gain +1 SPEED.,,0,0,0,1,0,0,0,0,0,0,0,1
Elf,Fey Step,,Trait,Ancestry Trait,,,,,Free Action (1/scene),,,You teleport 5 spaces. ,,0,0,0,0,0,0,0,0,0,0,0,1
Elf,Nature Step,,Trait,Ancestry Trait,,,,,,,,"You ignore movement penalties from difficult terrain, and gain +1 {Accuracy} on dangerous terrain checks. 
Minor Action: While in difficult terrain, you can spend 1 MP to become INVISIBLE until the start of your next turn or until you are no longer in difficult terrain, whichever happens first.",,0,0,0,0,0,0,0,0,0,0,0,1
Enchanter,Apprentice Enchanter,,Talent,Rank 1,,,,,,,,"Each quest, you can equip one of the following support items - Keen, Variable, or Aspected - for free.",,,,,,,,,,,,,
Enchanter,Master Enchanter,,Talent,Rank 3,,,,,,,,"You may have one ability at a time with two Enchantments applied, instead of just one.
Additionally, you can equip a single Enchantment support item for free, which can be an additional one from this talent.
",,,,,,,,,,,,,
Enchanter,Portfolio of Formulas,,Talent,Rank 2,,,,,,,,"You can apply one of your enchantments to two different things.
Additionally, the following support items - Adamant, Speed, and Vorpal - are added to the list of available support items from Apprentice Enchanter.",,,,,,,,,,,,,
Equinox,Dividing Line,3,Spell,Spell,,,2,Mana 3,(2) Channel,[Line 15],,"On Release: Designate all adjacent spaces along one long side of the AOE as Astral and all adjacent spaces along the other as Lunar. The spaces at the tips of the line are unaffected.
Characters in or adjacent to the line, excluding yourself, must make an AGILITY save, taking damage of a type determined by their location. Failure: They take [2d6+6 damage] and are SUNDERED until the end of their next turn. Success: They take [1d6+6 damage].
Characters on the Astral side take {Astral}, characters on the Lunar side take {Lunar}, and characters in the center of the AOE take {Force}. Characters spanning more than one location choose which damage they take.",,0,0,0,0,0,0,0,0,0,0,0,0
Equinox,Tetraflare,0,Limit Break,Limit Break,,,,"Arcing, Mana 1",(2) Channel,"[Range = Scope, Blast 1]",,"If you stop channeling this ability before releasing for any reason, it does not expend your limit break.
On Release: One character in the center of the AOE is auto-hit by a spell attack for [2d6+2 {Force}]. All other characters in the AOE are auto-hit for half of that damage.
You can spend up to 3 additional MP when you release this ability, increasing the damage by [1d6 {Force}] for each additional MP spent. You may also apply the benefits of any amount of Sun and Moon to this ability (to a max of 2 each), which affect this ability as if it were a spell. This does not require you to have or spend any Sun or Moon.
",,,,,,,,,,,,,
Equinox,Celestial Ray,2,Spell,Ranged Spell Attack,,,1,,(3) Volley,[Range = Scope],1d6+1 Damage,"You gain the following ranged spell attacks:
Ray of Fire
The damage is {Astral}. On Hit: If the target was hit by Ray of Fire on your last turn, they also take [4 {Discord}].

Ray of Cold
The damage is {Lunar}. On Hit: If the target is IMMOBILIZED, SLOWED, STUNNED, GRAPPLED, or PRONE, this ability deals [2d6+1 {Lunar}] instead of its usual damage.   ",,0,0,0,0,0,0,0,0,0,0,0,0
Equinox,Exobomb,1,Spell,Ranged Spell Attack,,,2,Mana 2,(2) Channel,[Range = Scope],-,"On Channel: Choose one of the following options:
- Fireball: On Release: Characters in a [{Blast} 2] AOE within Range are auto-hit, taking [2d6+2 {Astral}].
- Squall: On Release: Create a [{Burst} 1] AOE around a character within Range.  All characters within the AOE are auto-hit for [2d6+2 {Lunar}] and SLOWED until the end of their next turn.",,0,0,0,0,0,0,0,0,0,0,0,0
Equinox,Scar,1,Spell,Spell,,,2,Mana 1,Minor Action,[Range = Scope],-,"Deal [1 Piercing {Force}] to an enemy within Range, or [3 Piercing {Force}] if they're BLOODIED.",,0,0,0,0,0,0,0,0,0,0,0,0
Equinox,Saturn Rod,2,Weapon,Ranged Weapon,Main,Artifact,-,"Aetheric, Homing, Mana 1",(3) Volley,Range 10,1d3+3 Force,,,0,0,0,0,0,0,0,0,0,0,0,0
Equinox,Day/Night Cycle,0,Trait,Job Trait,,,,,,,,"You have two special resources - Sun and Moon - that each start at 0. You can only have one of these resources at a time, and they reset to 0 at the end of each combat scene.
Minor Action: You can set your Sun or Moon at 1 (setting the other at 0), or clear all Sun and Moon. If you already have 1 Sun or 1 Moon, you can increase it by +1, to a maximum of 2.
Sun and Moon have the following effects:
- Sun: For each Sun you have, your AOE spells and artifact weapons gain +1 to their AOEs (Line AOEs have their width increased by +1, instead); however, you must spend +1 MP each time you use one of these spells or weapons. If you can't, you immediately lose all Sun.
- Moon: For each Moon you have, your SCOPE and {Range} with artifact weapons and spells that have a {Range} or [{Range} = SCOPE] increase by +4; however, you take [1 {Stress}] each time you target something with a spell or artifact weapon attack beyond your normal SCOPE or the weapon's {Range}.",,,,,,,,,,,,,
Equinox,Mage Tower,0,Trait,Job Trait,,,,,,,,"If you haven't moved since the start of your last turn, you gain the following benefits, which don't stack:
- Surecast: Your ranged artifact weapon and spell attacks gain +1 {Accuracy}.
- Sharpcast: Your CHANNEL spells impose +1 {Difficulty} on any saves they trigger.",,,,,,,,,,,,,
Equinox,Quickcast,3,Skill,Skill,,,3,Mana 2,Minor Action (1/scene),,,"The next time you {2} CHANNEL an ability this round, you release it immediately.",,0,0,0,0,0,0,0,0,0,0,0,0
Feline,Climbing Claws,,Trait,Ancestry Trait,,,,,,,,"Climbing has a movement cost equal to the object's
Size, instead of its Size + 1.
Minor Action: You deal [1 Physical] to an adjacent
enemy.",,0,0,0,0,0,0,0,0,0,0,0,1
Feline,Lick Wounds,,Trait,Ancestry Trait,,,,,Free Action (1/scene),,,"You regain HP up to your Bloodied value, and clear Stress down to your Breaking point.",,0,0,0,0,0,0,0,0,0,0,0,1
Feline,Nimble Escape,,Trait,Ancestry Trait,,,,,Free Action (1/scene),,,You {4} Rush.,,0,0,0,0,0,0,0,0,0,0,0,1
Feline,Roar,,Trait,Ancestry Trait,,,,Stressful 2,Minor Action,[Burst 1],,"On Use: Choose one of the following effects:
- Bolstering Roar: All allies in the AOE gain +1 Accuracy on attacks, checks, and saves until the end of their next turn.
- Frightening Roar: All enemies in the AOE must make a MIND save. Failure: They are DAZED until the end of their next turn.",,0,0,0,0,0,0,0,0,0,0,0,1
Formatting,--Select Ancestry Trait--,,Formatting,Formatting,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Gigan,Big Equipment,,Trait,Ancestry Trait,,,,,,,,"One of your support slots increases by one size (LIGHT to MAIN, or MAIN to HEAVY).",,0,0,0,0,0,0,0,0,0,0,0,2
Gigan,Endure,,Trait,Ancestry Trait,,,,,Free Action (1/scene),,,You gain resistance to all damage until the end of your next turn. ,,0,0,0,0,0,0,0,0,0,0,0,2
Gigan,Giant Lineage,,Trait,Ancestry Trait,,,,,,,,You gain either {Astral} or {Lunar} resistance.,,0,0,0,0,0,0,0,0,0,0,0,2
Gigan,Oversized Weapons,,Trait,Ancestry Trait,,,,,,,,"1/scene, you can attack with a Slow weapon as though it doesn't have that tag.",,0,0,0,0,0,0,0,0,0,0,0,2
Gnome,Tinker Toy,,Trait,Ancestry Trait,,,,Summon,Minor Action (1/scene),[Range = Scope],,"Toy: (Size 1/2, {HP} 5, Dodge/A-Def 10, Speed 0)  
You unleash an automaton  within Range. Allies gain +1 {Accuracy} when attacking targets adjacent to your Summon.",,0,0,0,0,0,0,0,0,0,0,0,1/2
Gnome,Fade Away,,Trait,Ancestry Trait,,,,Mana 2,Reaction (1/round),,,"Trigger: You are targeted by an attack.
Effect: You become INVISIBLE before the attack roll is made, lasting until the end of your next turn.",,0,0,0,0,0,0,0,0,0,0,0,1/2
Gnome,Instinctual Stealth,,Trait,Ancestry Trait,,,,,,,,"You may begin any combat scene HIDDEN, and can't lose it until the end of your first turn.",,0,0,0,0,0,0,0,0,0,0,0,1/2
Gnome,Tumble,,Trait,Ancestry Trait,,,,,,,,"You can move through spaces occupied by enemies that are larger than you, and becoming ENGAGED doesn't stop or end your movement.",,0,0,0,0,0,0,0,0,0,0,0,1/2
Goblin,Bite,,Trait,Ancestry Trait,,,,,,,,"At the start of your turn, you deal [1 Piercing {Physical}] to any character GRAPPLED by you unless you are STUNNED.
Minor Action: You may deal [1 {Physical}] to an adjacent enemy.",,0,0,0,0,0,0,0,0,0,0,0,1/2
Goblin,Nimble Escape,,Trait,Ancestry Trait,,,,,Free Action (1/scene),,,You {4} RUSH.,,0,0,0,0,0,0,0,0,0,0,0,1/2
Goblin,Scurry,,Trait,Ancestry Trait,,,,,,,,"When an attack misses you, you can shift 1.",,0,0,0,0,0,0,0,0,0,0,0,1/2
Goblin,Swarm,,Trait,Ancestry Trait,,,,,,,,"Your base SIZE is increased to 2. Despite this, you can still benefit from any cover of SIZE 1 or larger. Additionally, you gain resistance to {Physical} but are always VULNERABLE to {Force}.
Each of your RECOVERIES might represent a different goblin in your swarm.",,0,0,0,0,0,0,0,0,0,0,0,1/2
Gravewalker,Entomb,2,Spell,Spell,,,3,Mana 2,(2) Channel,[Range = Scope],-,"On Release: A character within Range takes [2 {Stress}] and must make a BULK save. Success: They are DAZED and SLOWED until the end of their next turn. Failure: They are BLINDED, IMMOBILIZED, and SLOWED.
At the end of each of their turns, the target can make another BULK save. Success: They end the effect. Failure: They take [2 {Stress}].
If the target is subjected to forced movement, they clear BLINDED and IMMOBILIZED.",,0,0,0,0,0,0,0,0,0,0,0,0
Gravewalker,Tombstone,0,Trait,Job Trait,,,,"Mana 1, Summon",Minor Action,[Range = Scope],,"Tombstone (Size 1/2, {HP} 5, Dodge/A-Def 10, Speed 0)
You summon a tombstone within Range. You can have up to two tombstones in play at a time. So long as you have any tomstones in play, you gain the Written Name skill, which is equipped for free.
",,,,,,,,,,,,,
Gravewalker,Gravedigger's Shovel,1,Weapon,Melee Weapon,Heavy,Club,-,Reliable 3,(5) Fight,Reach 1,2d6+1 Physical,This weapon deals double damage to objects (including terrain) and Summons. You can attack these targets as a minor action.,,0,0,0,0,0,0,0,0,0,0,0,0
Gravewalker,Harvest,0,Trait,Job Trait,,,,,,,,"1/round when an enemy within SCOPE is defeated, you gain 2 FOCUS.",,,,,,,,,,,,,
Gravewalker,Psychopomp,2,Spell,Spell,,,2,Mana 1,Reaction (1/round),,-,"Trigger: A character is defeated within [{Range} 20].
Effect: You teleport to the closest free space adjacent to them.",,0,0,0,0,0,0,0,0,0,0,0,0
Gravewalker,Specter of Sins,3,Skill,Skill,,,2,"Summon, Mana 2",-,,-,"Specter of Sins (Size = your Size, {HP} = your {HP} before you {1} REFRESH, Dodge/A-Def 0, Speed 0)
When you {1} REFRESH, you can call forth a ghostly manifestation of your sins in a free space within [{Range} 5]. Its {HP} is equal to your current {HP} before you {1} REFRESH.
As long as you are within [{Range} 2] of the specter, it takes any damage that you would take before resistances and {ARMOR}, and you take none of the damage. Damage the specter takes can't be reduced in any way.
You can only have one specter at a time.",,0,0,0,0,0,0,0,0,0,0,0,0
Gravewalker,That Which is Already Dead,0,Limit Break,Limit Break,,,,,Special,,,"At any time during a combat scene, you may refuse the call of death. Until the end of the scene, you can't take a fourth Wound and don't make any wound rolls. When you would take your fourth wound, you instead return to your maximum {HP} and carry over any excess damage.",,,,,,,,,,,,,
Gravewalker,Touch of the Grave,1,Skill,Skill,,,1,-,-,,-,"You gain resistance to {Lunar}. Additionally, 1/turn when you make a wound or overstress roll, you can reroll the dice and take either result.",,0,0,0,0,0,0,0,0,0,0,0,0
Gravewalker,Unliving Armor,3,Support,Support,Heavy,,,"Armor, Unbreakable",-,,,"+3 {ARMOR}, -1 SPEED, and -1 DODGE.
When you take a Wound, you gain immunity to all damage, and when you take an Overstress, you gain immunity to all {Stress}. Any excess damage or {Stress} is negated. This immunity lasts until the start of your next turn.
When you are defeated, roll 1d6 at the start of each round. On a 5+, you return to action with full {HP} and 0 {Stress} and clear either 1 Wound or Overstress; however, you also become DAZED and become DAZED at the start of each of your turns until you take a Long Rest.",,0,0,-1,-1,0,0,0,0,3,0,0,0
Gravewalker,Written Name,0,Trait,Job Trait,,,,,,,,"You gain the Written Name skill, which is equipped for free.",,,,,,,,,,,,,
Gravewalker,Written Name (Skill),0,Skill,Skill,,,,"Focus 1, Innate, Unique",Reaction,,,"Trigger: A character takes damage within [{Range} 5] of a tombstone.
Effect: They gain resistance to that source of damage. If the damage was from an AOE, you can use this reaction additional times, up to 1/character in the AOE.
",,,,,,,,,,,,,
Great Weapon Master,Carry Through,,Talent,Rank 2,,,,,,,,"When you roll damage from a HEAVY melee weapon, you can choose to treat any 1s as 2s.
Additionally, when you use Cleave, you can choose to gain TEMP {HP} equal to the amount of damage you would deal to the second target instead of dealing that damage. You lose that amount of TEMP {HP} at the start of your next turn. If the first attack was a crit, you can both deal damage and gain TEMP {HP}.
",,,,,,,,,,,,,
Great Weapon Master,Cleave,,Talent,Rank 1,,,,,,,,"1/round after you hit and deal damage to a character with a HEAVY melee weapon attack, you can take [1 {Stress}] to Cleave. Choose a different character within the weapon's {Reach} and your line of sight, even a HIDDEN one. That character takes damage equal to half the total damage dealt to the original target. The Cleave target can't have been a target of the original attack.",,,,,,,,,,,,,
Great Weapon Master,Wide Cleave,,Talent,Rank 3,,,,,,,,"When you roll damage from a HEAVY melee weapon, you can choose to treat any rolled 1s or 2s as 3s.
If you defeat an enemy with damage from Cleave, you can trigger Cleave again that turn, bypassing the 1/round limitation. This effect can trigger multiple times.  
",,,,,,,,,,,,,
Gun Kata,Bullet Time,,Talent,Rank 2,,,,,,,,"Your LIGHT ranged weapons that don't have {Reach} gain [{Reach} 1].
Additionally, 1/turn when you crit with a ranged attack against a target within that weapon's {Reach}, you gain +1 FOCUS.
",,,,,,,,,,,,,
Gun Kata,CQC,,Talent,Rank 1,,,,,,,,Your ranged weapons with {Reach} don't receive {Difficulty} from being ENGAGED if your target is within their {Reach}.,,,,,,,,,,,,,
Gun Kata,Death-Blossom,,Talent,Rank 3,,,,,,,,"You have a Gun Kata Die, a d6 that starts at 1. Each time you make a reaction attack, increase the value of the Gun Kata Die by +1, to a maximum of 6. When the die reaches 6, you can reset it to 1 as a free action during your turn to deal [6 {Physical}] split however you like among any enemies of your choice within [{Range} 3].
1/turn you can spend 1 FOCUS as a free action to increase the value of your Gun Kata Die by +1.
Your Gun Kata Die keeps its value between scenes, but resets to 1 during Long Rests.
",,,,,,,,,,,,,
Gunslinger,Widowmaker,3,Weapon,Ranged Weapon,Heavy,Magitech,-,"Accurate, Reloading",(3) Volley,Range 15,3d6 Physical,On Crit: This attack is Piercing.,,0,0,0,0,0,0,0,0,0,0,0,0
Gunslinger,Shardgun Revolver,2,Weapon,Ranged Weapon,Light,Magitech,-,"Piercing, Reloading",(3) Volley,"Range 5, Reach 3",2d3 Force,,,0,0,0,0,0,0,0,0,0,0,0,0
Gunslinger,Slugthrower,1,Weapon,Ranged Weapon,Main,Magitech,-,"Reloading, Reliable 2",(3) Volley,Range 8,2d6 Physical,,,0,0,0,0,0,0,0,0,0,0,0,0
Gunslinger,Aim with Heart,2,Skill,Skill,,,3,Unique,-,,-,"When making ranged attacks against targets within SCOPE, you ignore up to 1 {Difficulty}.
Additionally, when you are BLINDED, you can target and draw line of sight to characters within SCOPE.",,0,0,0,0,0,0,0,0,0,0,0,0
Gunslinger,Ammo Crate,3,Support,Support,Main,,,"Limited 2, Summon",Minor Action,,,"Ammo Crate (Size 1/2, {HP} 10, Dodge/A-Def 10, Speed 0)
You place an ammo crate in an adjacent space. It can't take any actions or reactions, even if another ability would allow it to do so. It has 5 charges. While adjacent to it, you or an ally can expend a charge as a minor action for either of the following effects:
- Reload one weapon.
- Regain 2 MP.
When the ammo crate runs out of charges, it is destroyed. If it is defeated, it explodes in a [{Burst} 2] area. All characters in the area must make an AGILITY save. Failure: They take [8 {Force}]. Success: They take [4 {Force}].",,0,0,0,0,0,0,0,0,0,0,0,0
Gunslinger,Curve Ammo,1,Support,Support,Light,,,Enchantment,-,,,"You may use the following enchantment:
Any Ranged Weapon, Skill Attack, or Spell Attack: When you make a ranged attack with this weapon or technique, you can do one of the following:
- Spend 1 MP to ignore line of sight as long as there is a potential path to the target, although cover still applies.
- Spend 2 MP to make this attack Homing.",,0,0,0,0,0,0,0,0,0,0,0,0
